,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,BsmtBath,Bath,2Materials,MSZoning_RL,MSZoning_RM,Alley_No,LotShape_Reg,LotShape_IR1,LandContour_Lvl,LotConfig_Inside,LotConfig_Corner,LandSlope_Gtl,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior2nd_VinylSd,Exterior2nd_MetalSd,Exterior2nd_HdBoard,MasVnrType_None,MasVnrType_BrkFace,Foundation_PConc,Foundation_CBlock,BsmtExposure_No,BsmtExposure_Av,Heating_GasA,Electrical_SBrkr,GarageType_Attchd,GarageType_Detchd,PavedDrive_Y,MiscFeature_No,SaleType_WD,SaleCondition_Normal,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_150
10,3,4.2626798770413155,11200,2,1,2,1,1,135000.0,3,2,3.0,5,5,1965,1965,3,3.0,2.0,1,0.0,3,3,1,3,3,1,3,906,1,0,134,1040,1.0,5,1,1.0,0,1040,3,1,3,5,8,0,0,1,1965.0,1,384,3,3,3,0,0,0,0,0,0,2.0,2,2008,2,1,129500,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,3,4.454347296253507,11924,2,2,2,1,1,314906.5,3,2,2.0,9,5,2005,2006,3,4.0,2.0,3,286.0,5,3,3,5,3,1,6,998,1,0,177,1175,1.0,5,1,1.0,1142,2324,4,1,5,11,8,2,4,3,2005.0,3,736,3,3,3,147,21,0,0,0,0,2.0,7,2006,3,2,345000,1.0,3.0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,3,4.248495242049359,12968,2,2,2,1,1,135000.0,3,2,3.0,5,6,1962,1962,3,3.0,4.0,1,0.0,3,3,1,3,3,1,5,737,1,0,175,912,1.0,3,1,1.0,0,912,2,1,3,4,8,0,0,1,1962.0,1,352,3,3,3,140,0,0,0,176,0,2.0,9,2008,2,1,144000,1.0,1.0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,3,4.5217885770490405,10652,2,2,2,1,1,197200.0,3,2,3.0,7,5,2006,2007,2,4.0,2.0,3,306.0,4,3,3,4,3,2,1,0,1,0,1494,1494,1.0,5,1,1.0,0,1494,3,1,4,7,8,1,4,2,2006.0,2,840,3,3,3,160,33,0,0,0,0,2.0,8,2007,3,2,279500,0.0,2.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,3,4.248495242049359,10920,2,2,2,1,1,141000.0,3,2,3.0,6,5,1960,1960,3,4.0,2.0,2,212.0,3,3,1,3,3,1,4,733,1,0,520,1253,1.0,3,1,1.0,0,1253,2,1,3,5,8,1,2,2,1960.0,2,352,3,3,3,0,213,176,0,0,2,2.0,5,2008,2,1,157000,1.0,1.5,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,2,3.9512437185814275,6120,2,1,2,1,1,127000.0,3,2,1.0,7,8,1929,2001,2,3.0,2.0,1,0.0,3,3,1,3,3,1,1,0,1,0,832,832,1.0,5,1,2.0,0,854,2,1,3,5,8,0,0,1,1991.0,1,576,3,3,3,48,112,0,0,0,4,2.0,7,2007,2,1,132000,0.0,1.0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16,3,4.248495242049359,11241,2,2,2,2,1,141000.0,3,2,3.0,6,7,1970,1970,2,3.0,2.0,2,180.0,3,3,1,3,3,1,5,578,1,0,426,1004,1.0,5,1,1.0,0,1004,2,1,3,5,8,1,3,2,1970.0,3,480,3,3,3,0,0,0,0,0,0,2.0,3,2010,2,1,149000,1.0,1.0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,3,4.204692619390966,13695,2,1,2,1,1,184900.0,2,2,3.0,5,5,2004,2004,2,4.0,2.0,1,0.0,3,3,3,3,3,1,6,646,1,0,468,1114,1.0,5,1,1.0,0,1114,3,1,4,6,8,0,0,1,2004.0,1,576,3,3,3,0,102,0,0,0,0,2.0,6,2008,2,1,159000,1.0,1.5,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,3,4.2626798770413155,7560,2,1,2,1,1,141000.0,3,2,3.0,5,6,1958,1965,3,3.0,4.0,1,0.0,3,3,1,3,3,1,2,504,1,0,525,1029,1.0,3,1,1.0,0,1339,3,1,3,6,7,0,0,2,1958.0,1,294,3,3,3,0,0,0,0,0,3,2.0,5,2009,1,1,139000,0.0,1.0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,3,4.624972813284271,14215,2,2,2,1,1,314906.5,3,2,2.0,8,5,2005,2006,2,4.0,2.0,2,380.0,4,3,3,5,3,2,1,0,1,0,1158,1158,1.0,5,1,1.0,1218,2376,4,1,4,9,8,1,4,3,2005.0,2,853,3,3,3,240,154,0,0,0,0,2.0,11,2006,3,2,325300,0.0,3.5,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,2,4.060443010546419,7449,1,1,1,1,1,106500.0,3,2,1.0,7,7,1930,1950,2,3.0,2.0,1,0.0,3,3,3,3,3,1,1,0,1,0,637,637,1.0,5,1,2.0,0,1108,3,1,4,6,8,1,4,2,1930.0,1,280,3,3,1,0,0,205,0,0,4,2.0,6,2007,2,1,139400,0.0,1.0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,3,4.330733340286331,9742,2,1,2,1,1,197200.0,3,2,3.0,8,5,2002,2002,3,4.0,2.0,2,281.0,4,3,3,4,3,1,1,0,1,0,1777,1777,1.0,5,1,1.0,0,1795,3,1,4,7,8,1,4,2,2002.0,2,534,3,3,3,171,159,0,0,0,0,2.0,9,2008,2,1,230000,0.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,2,3.8066624897703196,4224,2,1,2,1,1,88000.0,3,2,3.0,5,7,1976,1976,2,4.0,3.0,1,0.0,3,3,3,4,3,1,6,840,1,0,200,1040,1.0,3,1,1.0,0,1060,3,1,3,6,8,1,3,2,1976.0,1,572,3,3,3,100,110,0,0,0,0,2.0,6,2007,2,1,129900,1.0,1.0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,4.248495242049359,8246,2,2,2,1,1,135000.0,3,2,3.0,5,8,1968,2001,2,3.0,4.0,1,0.0,3,4,1,3,3,2,3,188,5,668,204,1060,1.0,5,1,1.0,0,1060,3,1,4,6,8,1,3,2,1968.0,1,270,3,3,3,406,90,0,0,0,3,2.0,5,2010,2,1,154000,1.0,1.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,3,4.709530201312334,14230,2,1,2,1,1,314906.5,3,2,3.0,8,5,2007,2007,2,4.0,2.0,3,640.0,4,3,3,4,3,1,1,0,1,0,1566,1566,1.0,5,1,1.0,0,1600,3,1,4,7,8,1,4,2,2007.0,2,890,3,3,3,0,56,0,0,0,0,2.0,7,2009,2,1,256300,0.0,2.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,3,4.110873864173311,7200,2,1,2,1,1,141000.0,3,2,3.0,5,7,1951,2000,2,3.0,2.0,1,0.0,3,3,1,3,3,2,4,234,3,486,180,900,1.0,3,1,1.0,0,900,3,1,4,5,8,0,0,1,2005.0,1,576,3,3,3,222,32,0,0,0,0,2.0,5,2010,2,1,134800,0.5,1.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,3,4.59511985013459,11478,2,1,2,1,1,314906.5,3,2,3.0,8,5,2007,2008,2,4.0,2.0,3,200.0,4,3,3,5,3,1,6,1218,1,0,486,1704,1.0,5,1,1.0,0,1704,3,1,4,7,8,1,4,2,2008.0,2,772,3,3,3,0,50,0,0,0,0,2.0,5,2010,2,1,306000,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,3,3.871201010907891,16321,2,2,2,2,1,141000.0,3,2,3.0,5,6,1957,1997,2,4.0,2.0,1,0.0,3,3,1,3,3,3,4,1277,1,0,207,1484,1.0,3,1,1.0,0,1600,2,1,3,6,8,2,4,2,1957.0,2,319,3,3,3,288,258,0,0,0,0,2.0,12,2006,2,1,207500,1.0,1.0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,2,4.110873864173311,6324,2,2,2,1,1,127000.0,2,2,3.0,4,6,1927,1950,2,4.0,2.0,1,0.0,3,3,1,3,3,1,1,0,1,0,520,520,1.0,2,0,1.0,0,520,1,1,2,4,8,0,0,1,1920.0,1,240,2,3,3,49,0,87,0,0,0,2.0,5,2008,2,1,68500,0.0,1.0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,1,3.9318256327243257,8500,2,1,2,1,1,106500.0,2,2,2.0,4,4,1920,1950,1,3.0,2.0,1,0.0,3,2,1,3,3,1,1,0,1,0,649,649,1.0,3,0,1.0,668,1317,3,1,3,6,8,0,0,1,1920.0,1,250,3,2,1,0,54,172,0,0,3,2.0,7,2008,2,1,40000,0.0,1.0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,3,4.248495242049359,8544,2,2,2,2,1,135000.0,3,2,3.0,5,6,1966,2006,2,3.0,2.0,1,0.0,3,3,1,3,3,1,1,0,1,0,1228,1228,1.0,4,1,1.0,0,1228,3,1,4,6,8,0,0,2,1966.0,1,271,3,3,3,0,65,0,0,0,3,2.0,6,2008,2,1,149350,0.0,1.5,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,3,4.454347296253507,11049,2,1,2,1,1,197200.0,3,2,3.0,8,5,2007,2007,2,4.0,2.0,1,0.0,4,3,3,5,3,2,1,0,1,0,1234,1234,1.0,5,1,1.0,0,1234,3,1,4,7,8,0,0,2,2007.0,2,484,3,3,3,0,30,0,0,0,0,2.0,1,2008,2,1,179900,0.0,2.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,3,4.2626798770413155,10552,2,2,2,1,1,141000.0,3,2,3.0,5,5,1959,1959,3,3.0,2.0,1,0.0,3,3,1,3,3,1,3,1018,1,0,380,1398,1.0,4,1,1.0,0,1700,4,1,4,6,8,1,4,2,1959.0,2,447,3,3,3,0,38,0,0,0,0,2.0,4,2010,2,1,165500,0.5,1.5,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,3,4.110873864173311,7313,2,1,2,1,1,314906.5,3,2,3.0,9,5,2005,2005,3,4.0,2.0,2,246.0,5,3,3,5,3,1,6,1153,1,0,408,1561,1.0,5,1,1.0,0,1561,2,1,5,6,8,1,4,2,2005.0,3,556,3,3,3,203,47,0,0,0,0,2.0,8,2007,2,1,277500,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,4.6913478822291435,13418,2,1,2,1,1,314906.5,3,2,2.0,8,5,2004,2005,2,4.0,2.0,3,132.0,4,3,3,5,3,2,1,0,1,0,1117,1117,1.0,5,1,1.0,1320,2452,4,1,4,9,8,1,4,3,2004.0,3,691,3,3,3,113,32,0,0,0,0,2.0,9,2006,2,1,309000,0.0,3.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,3,4.727387818712341,10859,2,1,2,1,1,197200.0,3,2,3.0,5,5,1994,1995,2,4.0,2.0,1,0.0,3,3,3,4,3,1,1,0,1,0,1097,1097,1.0,5,1,1.0,0,1097,3,1,3,6,8,0,0,2,1995.0,1,672,3,3,3,392,64,0,0,0,0,2.0,6,2009,2,1,145000,0.0,1.5,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,3,4.31748811353631,8532,2,1,2,1,1,141000.0,3,2,3.0,5,6,1954,1990,3,3.0,2.0,2,650.0,3,3,1,3,3,1,3,1213,1,0,84,1297,1.0,4,1,1.0,0,1297,3,1,3,5,8,1,3,2,1954.0,3,498,3,3,3,0,0,0,0,0,0,2.0,10,2009,2,1,153000,0.5,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,3,4.23410650459726,7922,2,1,2,1,1,141000.0,3,2,3.0,5,7,1953,2007,2,4.0,2.0,1,0.0,3,4,1,3,3,1,6,731,1,0,326,1057,1.0,3,1,1.0,0,1057,3,1,4,5,8,0,0,1,1953.0,1,246,3,3,3,0,52,0,0,0,0,2.0,1,2010,2,1,109000,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,3,4.442651256490317,8658,2,1,2,1,1,141000.0,3,2,3.0,6,5,1965,1965,2,3.0,2.0,2,101.0,3,3,1,3,3,1,3,643,1,0,445,1088,1.0,5,1,1.0,0,1324,3,1,3,6,8,1,3,2,1965.0,2,440,3,3,3,0,138,0,0,0,2,2.0,12,2006,2,1,160000,0.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,3,4.7535901911063645,16905,2,1,2,1,1,228475.0,3,2,3.0,5,6,1959,1959,2,4.0,2.0,1,0.0,3,4,1,3,3,3,4,967,1,0,383,1350,1.0,4,1,1.0,0,1328,2,1,3,5,8,2,4,2,1959.0,2,308,3,3,2,0,104,0,0,0,0,2.0,7,2007,2,1,170000,0.5,1.5,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,3,4.248495242049359,9180,2,2,2,2,1,184900.0,3,2,4.0,5,7,1983,1983,2,3.0,2.0,1,0.0,3,3,1,4,3,2,5,747,2,93,0,840,1.0,4,1,1.0,0,884,2,1,4,5,8,0,0,2,1983.0,2,504,3,4,3,240,0,0,0,0,3,2.0,12,2007,2,1,144000,1.0,1.0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,3,4.248495242049359,9200,2,2,2,2,1,197200.0,3,2,3.0,5,6,1975,1980,3,4.0,2.0,1,0.0,3,3,1,4,3,2,2,280,4,491,167,938,1.0,3,1,1.0,0,938,3,1,3,5,8,0,0,1,1977.0,1,308,3,3,3,145,0,0,0,0,3,2.0,7,2008,2,1,130250,1.0,1.0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,3,4.2626798770413155,7945,2,1,2,1,1,141000.0,3,2,3.0,5,6,1959,1959,2,3.0,2.0,1,0.0,3,3,1,3,3,1,5,179,4,506,465,1150,1.0,5,1,2.0,0,1150,3,1,3,6,8,0,0,2,1959.0,2,300,3,3,3,0,0,0,0,0,0,2.0,5,2006,2,1,141000,1.0,1.0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
