,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,BsmtBath,Bath,2Materials,MSZoning_RL,MSZoning_RM,Alley_No,LotShape_Reg,LotShape_IR1,LandContour_Lvl,LotConfig_Inside,LotConfig_Corner,LandSlope_Gtl,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior2nd_VinylSd,Exterior2nd_MetalSd,Exterior2nd_HdBoard,MasVnrType_None,MasVnrType_BrkFace,Foundation_PConc,Foundation_CBlock,BsmtExposure_No,BsmtExposure_Av,Heating_GasA,Electrical_SBrkr,GarageType_Attchd,GarageType_Detchd,PavedDrive_Y,MiscFeature_No,SaleType_WD,SaleCondition_Normal,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_150,SalePrice
20,3,4.624972813284271,9.562123369834488,2,2,2,1,1,314906.5,3,2,4,8,5,2005,2006,2,3,2,2,5.942799375126701,4,3,3,5,3,2,1,0.0,1,0.0,7.055312843339752,7.055312843339752,3,5,1,3,7.105786129481271,7.773594467360194,4,0.6931471805599453,4,9,8,1,4,3,2005.0,2,853,3,3,3,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0,2,11,2006,3,2,0.0,3.5,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.692506186542177
22,3,4.330733340286331,9.184304357425342,2,1,2,1,1,197200.0,3,2,3,8,5,2002,2002,3,3,2,2,5.641907070938114,4,3,3,4,3,1,1,0.0,1,0.0,7.48324441607385,7.48324441607385,3,5,1,3,0.0,7.493317248862145,3,0.6931471805599453,4,7,8,1,4,2,2002.0,2,534,3,3,3,5.147494476813453,5.075173815233827,0.0,0.0,0.0,0,2,9,2008,2,1,0.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.345838935721968
25,3,4.709530201312334,9.56317796268366,2,1,2,1,1,314906.5,3,2,3,8,5,2007,2007,2,3,2,3,6.46302945692067,4,3,3,4,3,1,1,0.0,1,0.0,7.356918242356021,7.356918242356021,3,5,1,3,0.0,7.3783837129967145,3,0.6931471805599453,4,7,8,1,4,2,2007.0,2,890,3,3,3,0.0,4.04305126783455,0.0,0.0,0.0,0,2,7,2009,2,1,0.0,2.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.454107814022272
27,3,4.59511985013459,9.348274558065496,2,1,2,1,1,314906.5,3,2,3,8,5,2007,2008,2,3,2,3,5.303304908059076,4,3,3,5,3,1,6,7.105786129481271,1,0.0,6.18826412308259,7.4413203897176174,3,5,1,3,0.0,7.4413203897176174,3,0.6931471805599453,4,7,8,1,4,2,2008.0,2,772,3,3,3,0.0,3.9318256327243257,0.0,0.0,0.0,0,2,5,2010,2,1,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.631343648903034
28,3,3.871201010907891,9.700269170029188,2,2,2,2,1,141000.0,3,2,3,5,6,1957,1997,2,4,2,1,0.0,3,3,1,3,3,3,4,7.15305163493748,1,0.0,5.337538079701318,7.3031700512368,3,3,1,3,0.0,7.3783837129967145,2,0.6931471805599453,3,6,8,2,4,2,1957.0,2,319,3,3,3,5.666426688112432,5.556828061699537,0.0,0.0,0.0,0,2,12,2006,2,1,1.0,1.0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.242891437918386
32,3,4.454347296253507,9.3101857069459,2,1,2,1,1,197200.0,3,2,3,8,5,2007,2007,2,3,2,1,0.0,4,3,3,5,3,2,1,0.0,1,0.0,7.118826249062078,7.118826249062078,3,5,1,3,0.0,7.118826249062078,3,0.6931471805599453,4,7,8,0,0,2,2007.0,2,484,3,3,3,0.0,3.4339872044851463,0.0,0.0,0.0,0,2,1,2008,2,1,0.0,2.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.100161978566867
34,3,4.110873864173311,8.897545598709327,2,1,2,1,1,314906.5,3,2,3,9,5,2005,2005,3,4,2,2,5.5093883366279774,5,3,3,5,3,1,6,7.050989447068045,1,0.0,6.013715156042802,7.3537223303996315,3,5,1,3,0.0,7.3537223303996315,2,0.6931471805599453,5,6,8,1,4,2,2005.0,3,556,3,3,3,5.318119993844216,3.871201010907891,0.0,0.0,0.0,0,2,8,2007,2,1,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.533579815765737
35,3,4.6913478822291435,9.504426892100957,2,1,2,1,1,314906.5,3,2,4,8,5,2004,2005,2,3,2,3,4.890349128221754,4,3,3,5,3,2,1,0.0,1,0.0,7.0192966537150445,7.0192966537150445,3,5,1,3,7.186144304522325,7.8050670442584895,4,0.6931471805599453,4,9,8,1,4,3,2004.0,3,691,3,3,3,4.736198448394496,3.4965075614664802,0.0,0.0,0.0,0,2,9,2006,2,1,0.0,3.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.6410997921206
36,3,4.727387818712341,9.292841593487926,2,1,2,1,1,197200.0,3,2,3,5,5,1994,1995,2,3,2,1,0.0,3,3,3,4,3,1,1,0.0,1,0.0,7.001245622069476,7.001245622069476,3,5,1,3,0.0,7.001245622069476,3,0.6931471805599453,3,6,8,0,0,2,1995.0,1,672,3,3,3,5.973809611869261,4.174387269895637,0.0,0.0,0.0,0,2,6,2009,2,1,0.0,1.5,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.884495917930655
41,3,4.7535901911063645,9.735423867488873,2,1,2,1,1,228475.0,3,2,3,5,6,1959,1959,2,3,2,1,0.0,3,4,1,3,3,3,4,6.875232087276577,1,0.0,5.950642552587727,7.208600337960199,3,4,1,3,0.0,7.192182058713246,2,0.6931471805599453,3,5,8,2,4,2,1959.0,2,308,3,3,2,0.0,4.653960350157523,0.0,0.0,0.0,0,2,7,2007,2,1,0.5,1.5,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.04355959836804
42,3,4.248495242049359,9.1248914101437,2,2,2,2,1,184900.0,3,2,2,5,7,1983,1983,2,4,2,1,0.0,3,3,1,4,3,2,5,6.617402977974478,2,4.543294782270004,0.0,6.734591659972948,3,4,1,3,0.0,6.785587645007929,2,0.6931471805599453,4,5,8,0,0,2,1983.0,2,504,3,4,3,5.484796933490655,0.0,0.0,0.0,0.0,3,2,12,2007,2,1,1.0,1.0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.87757552297847
43,3,4.248495242049359,9.127067452782361,2,2,2,2,1,197200.0,3,2,3,5,6,1975,1980,3,3,2,1,0.0,3,3,1,4,3,2,2,5.638354669333745,4,6.198478716492308,5.123963979403259,6.844815479208263,3,3,1,3,0.0,6.844815479208263,3,0.6931471805599453,3,5,8,0,0,1,1977.0,1,308,3,3,3,4.983606621708336,0.0,0.0,0.0,0.0,3,2,7,2008,2,1,1.0,1.0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.777218637129327
45,3,4.127134385045092,8.943636705909594,2,1,2,1,1,314906.5,3,2,3,9,5,2005,2005,3,4,2,2,6.023447592961033,5,3,3,5,3,1,6,6.124683390894205,1,0.0,7.167809184316444,7.469083884921234,3,5,1,3,0.0,7.469083884921234,2,0.6931471805599453,5,6,8,1,4,2,2005.0,2,576,3,3,3,5.2832037287379885,4.418840607796598,0.0,0.0,0.0,0,2,2,2010,2,1,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.675766851909591
46,3,3.8918202981106265,9.458995712459116,2,2,2,2,1,154750.0,3,2,2,7,5,2003,2003,2,3,2,1,0.0,4,3,3,5,3,1,6,7.20934025660291,1,0.0,4.430816798843313,7.268920128193722,3,5,1,3,6.448889394146858,7.673223121121708,1,0.6931471805599453,4,6,8,1,5,2,2003.0,2,670,3,3,3,5.1298987149230735,3.784189633918261,0.0,0.0,5.293304824724492,0,2,8,2009,2,1,1.0,1.5,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.387089184491993
47,3,4.442651256490317,9.314430080500564,2,1,2,1,1,225500.0,3,2,3,8,5,2006,2006,2,3,2,1,0.0,4,3,3,4,3,2,6,3.2188758248682006,1,0.0,7.398174092970465,7.4127640174265625,3,5,1,3,0.0,7.4127640174265625,3,0.6931471805599453,4,7,8,0,0,2,2006.0,2,826,3,3,3,0.0,4.990432586778736,0.0,0.0,0.0,0,2,7,2007,2,1,0.0,2.0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.428019481065613
50,3,4.248495242049359,9.537483513308878,2,2,2,1,1,181000.0,3,2,4,6,6,1997,1997,2,3,2,1,0.0,3,3,3,4,3,2,6,5.209486152841421,1,0.0,6.418364935936212,6.678342114654332,3,4,1,3,6.517671272912275,7.293697720601438,3,0.6931471805599453,3,6,8,0,0,2,1997.0,3,388,3,3,3,0.0,4.330733340286331,0.0,0.0,0.0,0,2,7,2007,2,1,0.5,2.0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.083910661257521
53,3,4.23410650459726,10.825203541055348,2,2,3,1,1,206000.0,3,2,3,9,5,1981,1987,2,3,2,1,0.0,4,3,1,5,3,3,6,7.501634457883413,1,0.0,3.4965075614664802,7.519149957669823,3,4,1,3,0.0,7.519149957669823,0,0.6931471805599453,4,5,8,1,4,2,1981.0,3,894,3,3,3,6.754604099487962,4.290459441148391,0.0,0.0,0.0,0,2,11,2006,2,1,2.0,0.5,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.861001210669146
56,3,3.2188758248682006,7.880804344674901,2,1,2,1,1,225500.0,3,1,4,8,5,1999,2000,2,4,2,2,6.124683390894205,4,3,3,4,3,1,6,6.476972362889683,1,0.0,5.7745515455444085,6.878326468291325,3,5,1,3,6.6293632534374485,7.461640392208575,3,0.6931471805599453,4,7,8,0,0,2,1999.0,3,480,3,3,3,4.7535901911063645,0.0,0.0,0.0,0.0,0,2,8,2009,2,1,1.0,2.5,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.058158312538197
57,3,4.499809670330265,9.362718052397065,2,2,2,1,1,197200.0,3,2,4,7,5,2004,2004,2,3,2,1,0.0,4,3,3,4,3,1,1,0.0,1,0.0,6.7580945044277305,6.7580945044277305,3,5,1,3,6.7580945044277305,7.450660796211539,3,0.6931471805599453,4,7,8,0,0,2,2004.0,2,565,3,3,3,0.0,4.2626798770413155,0.0,0.0,0.0,0,2,8,2006,2,1,0.0,2.5,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.188422799337028
58,3,4.204692619390966,9.52390946537981,2,2,4,2,1,282000.0,3,2,4,10,5,2006,2006,3,3,2,2,6.939253946041508,5,3,3,5,3,3,1,0.0,1,0.0,7.252053951852814,7.252053951852814,3,5,1,3,7.326465613840322,7.988203597022576,3,0.6931471805599453,4,10,8,1,4,3,2006.0,3,641,3,3,3,5.262690188904886,0.0,3.6375861597263857,0.0,0.0,0,2,10,2006,3,2,0.0,3.5,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.991755706536901
59,3,4.110873864173311,8.881975184248867,2,1,1,1,1,197200.0,3,2,3,5,7,1972,1972,2,4,2,1,0.0,3,3,1,3,3,2,5,6.450470422144176,1,0.0,5.003946305945459,6.660575149839686,3,5,1,3,0.0,6.660575149839686,2,0.6931471805599453,3,4,8,0,0,1,1973.0,1,352,3,3,3,5.2832037287379885,0.0,0.0,0.0,0.0,3,2,1,2008,2,1,0.0,1.0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.735276702486741
60,3,4.1588830833596715,9.47830431356186,2,1,2,1,1,184900.0,2,2,3,6,5,2004,2004,2,3,2,1,0.0,3,3,3,4,3,1,5,6.848005274576363,1,0.0,5.384495062789089,7.055312843339752,3,5,1,3,0.0,7.055312843339752,3,0.6931471805599453,4,5,8,0,0,1,2006.0,1,576,3,3,3,0.0,3.9318256327243257,0.0,0.0,0.0,0,2,5,2006,3,2,1.0,1.5,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.970356641102999
62,3,3.8066624897703196,8.770749549138642,2,2,2,1,1,314906.5,3,2,3,8,5,2006,2006,2,3,2,3,5.187385805840755,4,3,3,4,4,2,6,3.2188758248682006,1,0.0,7.205635176410364,7.223295679562314,3,5,1,3,0.0,7.223295679562314,2,0.6931471805599453,4,6,8,1,4,2,2006.0,2,484,3,3,3,4.795790545596741,3.912023005428146,0.0,0.0,0.0,0,2,10,2007,2,1,0.0,2.0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.218500103788143
64,3,4.248495242049359,9.145908511816794,2,1,2,1,1,197200.0,3,2,4,7,5,1997,1998,2,3,2,2,6.352629396319567,3,3,3,4,3,1,6,6.606650186198215,1,0.0,5.765191102784844,6.964135612418245,3,5,1,3,6.885509670034818,7.618251097876695,3,0.6931471805599453,4,8,8,0,0,2,1998.0,2,645,3,3,3,6.3578422665081,3.6109179126442243,0.0,0.0,0.0,4,2,2,2009,2,1,1.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.299112067295642
65,3,4.343805421853684,9.16868469670735,2,1,2,1,1,314906.5,3,2,4,8,5,2004,2005,2,3,2,2,5.84354441703136,4,3,3,5,3,2,1,0.0,1,0.0,7.042286171939743,7.042286171939743,3,5,1,3,7.193685818395112,7.813591552952433,4,0.6931471805599453,4,9,8,1,4,3,2004.0,2,852,3,3,3,5.262690188904886,5.0238805208462765,0.0,0.0,0.0,0,2,10,2007,2,1,0.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.666660207428574
67,3,4.290459441148391,9.274816391160547,2,2,2,1,1,197200.0,3,2,3,7,5,2003,2003,2,3,2,2,5.123963979403259,4,3,3,4,3,2,6,6.921658184151129,1,0.0,6.089044875446846,7.282073658093465,3,5,1,3,0.0,7.299797366758161,3,0.6931471805599453,4,7,8,0,0,2,2003.0,2,558,3,3,3,4.976733742420574,3.4011973816621555,0.0,0.0,0.0,0,2,6,2007,2,1,1.0,2.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.328294703023394
