,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,BsmtBath,Bath,2Materials,MSZoning_RL,MSZoning_RM,Alley_No,LotShape_Reg,LotShape_IR1,LandContour_Lvl,LotConfig_Inside,LotConfig_Corner,LandSlope_Gtl,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior2nd_VinylSd,Exterior2nd_MetalSd,Exterior2nd_HdBoard,MasVnrType_None,MasVnrType_BrkFace,Foundation_PConc,Foundation_CBlock,BsmtExposure_No,BsmtExposure_Av,Heating_GasA,Electrical_SBrkr,GarageType_Attchd,GarageType_Detchd,PavedDrive_Y,MiscFeature_No,SaleType_WD,SaleCondition_Normal,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_150,SalePrice
35,3,4.6913478822291435,9.504426892100957,2,1,2,1,1,314906.5,3,2,4,8,5,2004,2005,2,3,2,3,4.890349128221754,4,3,3,5,3,2,1,0.0,1,0.0,7.0192966537150445,7.0192966537150445,3,5,1,3,7.186144304522325,7.8050670442584895,4,0.6931471805599453,4,9,8,1,4,3,2004.0,3,691,3,3,3,4.736198448394496,3.4965075614664802,0.0,0.0,0.0,0,2,9,2006,2,1,0.0,3.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.6410997921206
45,3,4.127134385045092,8.943636705909594,2,1,2,1,1,314906.5,3,2,3,9,5,2005,2005,3,4,2,2,6.023447592961033,5,3,3,5,3,1,6,6.124683390894205,1,0.0,7.167809184316444,7.469083884921234,3,5,1,3,0.0,7.469083884921234,2,0.6931471805599453,5,6,8,1,4,2,2005.0,2,576,3,3,3,5.2832037287379885,4.418840607796598,0.0,0.0,0.0,0,2,2,2010,2,1,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.675766851909591
47,3,4.442651256490317,9.314430080500564,2,1,2,1,1,225500.0,3,2,3,8,5,2006,2006,2,3,2,1,0.0,4,3,3,4,3,2,6,3.2188758248682006,1,0.0,7.398174092970465,7.4127640174265625,3,5,1,3,0.0,7.4127640174265625,3,0.6931471805599453,4,7,8,0,0,2,2006.0,2,826,3,3,3,0.0,4.990432586778736,0.0,0.0,0.0,0,2,7,2007,2,1,0.0,2.0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.428019481065613
53,3,4.23410650459726,10.825203541055348,2,2,3,1,1,206000.0,3,2,3,9,5,1981,1987,2,3,2,1,0.0,4,3,1,5,3,3,6,7.501634457883413,1,0.0,3.4965075614664802,7.519149957669823,3,4,1,3,0.0,7.519149957669823,0,0.6931471805599453,4,5,8,1,4,2,1981.0,3,894,3,3,3,6.754604099487962,4.290459441148391,0.0,0.0,0.0,0,2,11,2006,2,1,2.0,0.5,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.861001210669146
58,3,4.204692619390966,9.52390946537981,2,2,4,2,1,282000.0,3,2,4,10,5,2006,2006,3,3,2,2,6.939253946041508,5,3,3,5,3,3,1,0.0,1,0.0,7.252053951852814,7.252053951852814,3,5,1,3,7.326465613840322,7.988203597022576,3,0.6931471805599453,4,10,8,1,4,3,2006.0,3,641,3,3,3,5.262690188904886,0.0,3.6375861597263857,0.0,0.0,0,2,10,2006,3,2,0.0,3.5,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.991755706536901
62,3,3.8066624897703196,8.770749549138642,2,2,2,1,1,314906.5,3,2,3,8,5,2006,2006,2,3,2,3,5.187385805840755,4,3,3,4,4,2,6,3.2188758248682006,1,0.0,7.205635176410364,7.223295679562314,3,5,1,3,0.0,7.223295679562314,2,0.6931471805599453,4,6,8,1,4,2,2006.0,2,484,3,3,3,4.795790545596741,3.912023005428146,0.0,0.0,0.0,0,2,10,2007,2,1,0.0,2.0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.218500103788143
64,3,4.248495242049359,9.145908511816794,2,1,2,1,1,197200.0,3,2,4,7,5,1997,1998,2,3,2,2,6.352629396319567,3,3,3,4,3,1,6,6.606650186198215,1,0.0,5.765191102784844,6.964135612418245,3,5,1,3,6.885509670034818,7.618251097876695,3,0.6931471805599453,4,8,8,0,0,2,1998.0,2,645,3,3,3,6.3578422665081,3.6109179126442243,0.0,0.0,0.0,4,2,2,2009,2,1,1.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.299112067295642
65,3,4.343805421853684,9.16868469670735,2,1,2,1,1,314906.5,3,2,4,8,5,2004,2005,2,3,2,2,5.84354441703136,4,3,3,5,3,2,1,0.0,1,0.0,7.042286171939743,7.042286171939743,3,5,1,3,7.193685818395112,7.813591552952433,4,0.6931471805599453,4,9,8,1,4,3,2004.0,2,852,3,3,3,5.262690188904886,5.0238805208462765,0.0,0.0,0.0,0,2,10,2007,2,1,0.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.666660207428574
67,3,4.290459441148391,9.274816391160547,2,2,2,1,1,197200.0,3,2,3,7,5,2003,2003,2,3,2,2,5.123963979403259,4,3,3,4,3,2,6,6.921658184151129,1,0.0,6.089044875446846,7.282073658093465,3,5,1,3,0.0,7.299797366758161,3,0.6931471805599453,4,7,8,0,0,2,2003.0,2,558,3,3,3,4.976733742420574,3.4011973816621555,0.0,0.0,0.0,0,2,6,2007,2,1,1.0,2.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.328294703023394
69,3,4.406719247264253,9.654641503869545,2,1,2,1,1,200500.0,3,2,2,7,4,1953,1953,2,1,1,1,0.0,4,3,1,3,3,1,4,6.403574197934815,1,0.0,6.553933404025811,7.173958319756794,2,3,1,3,6.891625897052253,7.7354333524996886,3,0.6931471805599453,3,7,8,1,3,2,1953.0,3,667,3,3,3,0.0,3.091042453358316,4.74493212836325,0.0,0.0,0,2,7,2006,2,1,0.0,2.0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.323860125621126
82,3,4.3694478524670215,9.230829038403499,2,1,2,1,1,225500.0,3,2,3,8,5,2007,2007,2,3,2,3,6.150602768446279,3,3,3,4,3,1,6,3.5263605246161616,1,0.0,7.333676395657684,7.355001921105257,3,5,1,3,0.0,7.355001921105257,3,0.6931471805599453,4,6,8,1,4,2,2007.0,2,758,3,3,3,4.976733742420574,4.605170185988092,0.0,0.0,0.0,0,2,10,2008,2,1,0.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.409017571151187
85,3,4.804021044733257,9.684086987500752,2,1,2,1,1,301500.0,3,2,4,8,5,1991,1992,3,4,2,2,5.652489180268651,4,3,1,4,3,1,1,0.0,1,0.0,7.161622002939187,7.161622002939187,3,5,1,3,7.018401799069201,7.790696031174738,4,0.6931471805599453,4,9,8,1,3,2,1991.0,1,462,3,3,3,4.852030263919617,4.418840607796598,0.0,0.0,0.0,0,2,4,2006,2,1,0.0,2.5,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.468440756144114
105,3,4.330733340286331,9.145908511816794,2,1,2,1,1,225500.0,3,2,4,8,5,2003,2004,3,3,2,2,6.645090969505644,4,3,3,5,3,1,1,0.0,1,0.0,6.960347729101308,6.960347729101308,3,5,1,3,6.84587987526405,7.597396320212795,3,0.6931471805599453,4,9,8,1,4,2,2003.0,2,648,3,3,3,4.948759890378168,3.828641396489095,0.0,0.0,0.0,0,2,8,2008,2,1,0.0,2.5,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.429220196836383
112,3,4.356708826689592,9.20693457884135,2,1,2,1,1,197200.0,3,2,4,7,5,2007,2007,2,3,2,3,5.3981627015177525,4,3,3,5,3,2,6,6.892641641172089,1,0.0,5.638354669333745,7.142827401161621,3,5,1,3,7.254884810077338,7.89989532313973,4,0.6931471805599453,5,10,8,1,4,3,2007.0,3,792,3,3,3,4.795790545596741,5.220355825078324,0.0,0.0,5.1298987149230735,0,2,10,2007,3,2,1.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.85832230788469
113,3,4.248495242049359,9.952325334619427,2,1,1,1,1,200624.0,3,2,3,6,5,1953,1953,3,4,2,2,5.220355825078324,3,4,1,4,3,2,5,3.58351893845611,3,6.76849321164863,6.80903930604298,7.501082124259871,3,3,1,3,0.0,7.723120092266331,3,0.6931471805599453,4,7,8,2,4,2,1953.0,1,450,3,3,3,5.117993812416755,4.795790545596741,5.262690188904886,0.0,0.0,3,2,10,2007,1,1,1.0,2.0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.28765724080691
114,3,4.127134385045092,8.890135107818843,2,2,2,1,2,200624.0,3,2,4,6,8,1945,2002,1,4,2,1,0.0,3,3,1,3,3,1,5,6.652863029353347,2,5.017279836814924,4.653960350157523,6.9363427358340495,3,5,1,3,6.785587645007929,7.749753406274437,3,0.6931471805599453,4,9,8,1,3,1,1945.0,1,180,3,3,3,5.41610040220442,0.0,0.0,0.0,0.0,3,2,7,2007,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.466515835145202
118,3,4.51085950651685,9.423595190540022,2,1,2,1,1,184900.0,3,2,4,7,5,1990,1990,3,3,2,1,0.0,3,3,3,4,3,2,6,7.293697720601438,1,0.0,5.318119993844216,7.422971251049421,3,4,1,3,7.329093736246592,8.078067881815437,5,0.6931471805599453,4,11,8,2,3,2,1990.0,1,594,3,3,3,5.908082938168931,0.0,0.0,0.0,0.0,0,2,5,2010,2,1,1.0,3.0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.676079399771027
131,3,4.248495242049359,9.411238314343073,2,2,2,1,1,181000.0,3,2,4,6,5,2000,2000,2,3,2,2,3.713572066704308,4,3,3,4,3,1,6,6.54534966033442,1,0.0,5.697093486505405,6.900730664045173,3,5,1,3,6.940222469119639,7.628031126930335,3,0.6931471805599453,4,7,8,1,3,3,2000.0,2,390,3,3,3,3.2188758248682006,3.8918202981106265,0.0,0.0,0.0,0,2,7,2009,2,1,1.0,2.5,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.404927602627597
133,3,4.248495242049359,8.832587702434553,2,2,2,1,1,228475.0,3,2,3,8,5,2001,2002,2,3,2,2,4.919980925828125,4,3,3,5,3,1,6,6.913737350659685,1,0.0,5.572154032177765,7.145196134997171,3,5,1,3,0.0,7.167809184316444,2,0.6931471805599453,4,6,8,0,0,2,2001.0,3,471,3,3,3,5.262690188904886,3.258096538021482,0.0,0.0,0.0,0,2,6,2009,2,1,1.0,2.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.301387370778713
138,3,4.30406509320417,9.112396727646056,2,2,2,1,1,197200.0,3,2,4,8,5,1999,2000,2,3,2,2,5.771441123130016,4,3,3,4,3,2,6,6.505784060128229,1,0.0,5.820082930352362,6.912742820493176,3,5,1,3,6.744059186311348,7.52456122628536,3,0.6931471805599453,4,7,8,2,3,2,1999.0,3,660,3,3,3,5.41610040220442,4.672828834461906,0.0,0.0,0.0,4,2,12,2008,2,1,0.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.345838935721968
139,3,4.189654742026425,9.64387450001194,2,2,2,1,1,197200.0,3,2,4,6,5,1997,1997,2,3,2,1,0.0,3,3,3,4,3,1,6,6.71174039505618,1,0.0,4.68213122712422,6.834108738813838,3,5,1,3,6.729824070489475,7.475905969367397,3,0.6931471805599453,4,7,8,0,0,2,1997.0,2,470,3,3,3,5.6240175061873385,4.605170185988092,0.0,0.0,0.0,3,2,8,2009,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.352339472153524
141,3,4.3694478524670215,9.362718052397065,2,1,2,1,1,197200.0,3,2,3,7,5,2005,2005,2,3,2,1,0.0,4,3,3,4,3,2,6,7.170888478512505,1,0.0,6.075346031088684,7.45876269238096,3,5,1,3,0.0,7.45876269238096,3,0.6931471805599453,4,7,8,0,0,2,2005.0,3,660,3,3,3,5.081404364984463,3.2188758248682006,0.0,0.0,0.0,0,2,1,2006,2,1,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.468440756144114
151,3,4.68213122712422,9.539068413863964,2,1,2,1,1,314906.5,3,2,3,8,5,2007,2008,3,3,2,3,6.07993319509559,4,3,3,5,3,3,6,7.244941546337007,1,0.0,5.739792912179234,7.444833273892193,3,5,1,3,0.0,7.444833273892193,2,0.6931471805599453,4,6,8,1,4,2,2007.0,2,866,3,3,3,0.0,4.634728988229636,0.0,0.0,0.0,0,2,1,2008,3,2,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.827731880206521
153,3,4.248495242049359,9.510519035757246,2,1,2,1,1,200500.0,3,2,3,6,7,1960,1975,3,1,2,1,0.0,3,3,1,4,3,3,4,6.063785208687608,5,6.985641817639208,4.543294782270004,7.3796321526095525,3,4,1,3,0.0,7.133295954896068,1,0.6931471805599453,3,4,8,1,4,2,1960.0,2,564,3,3,3,6.016157159698354,0.0,0.0,0.0,0.0,0,2,3,2008,2,1,1.0,1.0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.367345048436391
157,3,4.532599493153256,9.392995206560258,2,1,2,1,1,228475.0,3,2,4,8,5,2009,2010,2,3,2,2,4.442651256490317,4,3,3,5,3,1,1,0.0,1,0.0,6.652863029353347,6.652863029353347,3,5,1,3,7.085901464365611,7.585281078639126,4,0.6931471805599453,5,8,8,1,4,3,2009.0,3,680,3,3,3,0.0,4.330733340286331,0.0,0.0,0.0,0,2,5,2010,3,2,0.0,2.5,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.504327379899443
158,3,4.61512051684126,9.437714959818209,2,1,2,1,1,225500.0,3,2,4,7,5,2004,2005,2,3,2,1,0.0,4,3,3,4,3,1,6,5.407171771460119,1,0.0,6.646390514847729,6.899723107284872,3,5,1,3,6.863803391452954,7.5745584842024805,3,0.6931471805599453,4,8,8,1,4,2,2004.0,2,678,3,3,3,0.0,4.919980925828125,0.0,0.0,0.0,2,2,5,2010,2,1,0.0,2.5,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.448630513463613
