,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,BsmtBath,Bath,2Materials,MSZoning_RL,MSZoning_RM,Alley_No,LotShape_Reg,LotShape_IR1,LandContour_Lvl,LotConfig_Inside,LotConfig_Corner,LandSlope_Gtl,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior2nd_VinylSd,Exterior2nd_MetalSd,Exterior2nd_HdBoard,MasVnrType_None,MasVnrType_BrkFace,Foundation_PConc,Foundation_CBlock,BsmtExposure_No,BsmtExposure_Av,Heating_GasA,Electrical_SBrkr,GarageType_Attchd,GarageType_Detchd,PavedDrive_Y,MiscFeature_No,SaleType_WD,SaleCondition_Normal,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_150,SalePrice
23,2,3.8066624897703196,8.348774539791274,2,1,2,1,1,88000.0,3,2,3,5,7,1976,1976,2,2,3,1,0.0,3,3,3,4,3,1,6,6.734591659972948,1,0.0,5.303304908059076,6.947937068614969,3,3,1,3,0.0,6.966967138613983,3,0.6931471805599453,3,6,8,1,3,2,1976.0,1,572,3,3,3,4.61512051684126,4.709530201312334,0.0,0.0,0.0,0,2,6,2007,2,1,1.0,1.0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.774527900858468
24,3,4.248495242049359,9.017604776833355,2,2,2,1,1,135000.0,3,2,3,5,8,1968,2001,2,3,2,1,0.0,3,4,1,3,3,2,3,5.241747015059643,5,6.505784060128229,5.3230099791384085,6.966967138613983,3,5,1,3,0.0,6.966967138613983,3,0.6931471805599453,4,6,8,1,3,2,1968.0,1,270,3,3,3,6.008813185442595,4.51085950651685,0.0,0.0,0.0,3,2,5,2010,2,1,1.0,1.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.944714374881176
26,3,4.110873864173311,8.881975184248867,2,1,2,1,1,141000.0,3,2,3,5,7,1951,2000,2,4,2,1,0.0,3,3,1,3,3,2,4,5.459585514144159,3,6.18826412308259,5.198497031265826,6.803505257608338,3,3,1,3,0.0,6.803505257608338,3,0.6931471805599453,4,5,8,0,0,1,2005.0,1,576,3,3,3,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,0,2,5,2010,2,1,0.5,1.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.811554895830454
29,2,4.110873864173311,8.752265313595721,2,2,2,1,1,127000.0,2,2,3,4,6,1927,1950,2,4,2,1,0.0,3,3,1,3,3,1,1,0.0,1,0.0,6.255750041753367,6.255750041753367,3,2,0,3,0.0,6.255750041753367,1,0.6931471805599453,2,4,8,0,0,1,1920.0,1,240,2,3,3,3.912023005428146,0.0,4.477336814478207,0.0,0.0,0,2,5,2008,2,1,0.0,1.0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.134603622683905
30,1,3.9318256327243257,9.04793908261736,2,1,2,1,1,106500.0,2,2,4,4,4,1920,1950,1,1,2,1,0.0,3,2,1,3,3,1,1,0.0,1,0.0,6.476972362889683,6.476972362889683,3,3,0,3,6.505784060128229,7.183870715062453,3,0.6931471805599453,3,6,8,0,0,1,1920.0,1,250,3,2,1,0.0,4.007333185232471,5.153291594497779,0.0,0.0,3,2,7,2008,2,1,0.0,1.0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.596659732783579
31,3,4.248495242049359,9.053101595549691,2,2,2,2,1,135000.0,3,2,3,5,6,1966,2006,2,4,2,1,0.0,3,3,1,3,3,1,1,0.0,1,0.0,7.113956109566034,7.113956109566034,3,4,1,3,0.0,7.113956109566034,3,0.6931471805599453,4,6,8,0,0,2,1966.0,1,271,3,3,3,0.0,4.189654742026425,0.0,0.0,0.0,3,2,6,2008,2,1,0.0,1.5,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.914054519303125
33,3,4.2626798770413155,9.26416545867109,2,2,2,1,1,141000.0,3,2,3,5,5,1959,1959,3,1,2,1,0.0,3,3,1,3,3,1,3,6.926577033222725,1,0.0,5.942799375126701,7.243512974665482,3,4,1,3,0.0,7.438971592395862,4,0.6931471805599453,4,6,8,1,4,2,1959.0,2,447,3,3,3,0.0,3.6635616461296463,0.0,0.0,0.0,0,2,4,2010,2,1,0.5,1.5,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.016732516077072
37,3,4.31748811353631,9.051696278536586,2,1,2,1,1,141000.0,3,2,3,5,6,1954,1990,3,4,2,2,6.478509642208569,3,3,1,3,3,1,3,7.101675971619444,1,0.0,4.442651256490317,7.168579897264035,3,4,1,3,0.0,7.168579897264035,3,0.6931471805599453,3,5,8,1,3,2,1954.0,3,498,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,10,2009,2,1,0.5,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.938199736300925
38,3,4.23410650459726,8.977525200965243,2,1,2,1,1,141000.0,3,2,3,5,7,1953,2007,2,3,2,1,0.0,3,4,1,3,3,1,6,6.595780513961311,1,0.0,5.7899601708972535,6.964135612418245,3,3,1,3,0.0,6.964135612418245,3,0.6931471805599453,4,5,8,0,0,1,1953.0,1,246,3,3,3,0.0,3.970291913552122,0.0,0.0,0.0,0,2,1,2010,2,1,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.599112335481124
40,3,4.442651256490317,9.066354521447801,2,1,2,1,1,141000.0,3,2,3,6,5,1965,1965,2,4,2,2,4.624972813284271,3,3,1,3,3,1,3,6.467698726104354,1,0.0,6.100318952020064,6.9930151229329605,3,5,1,3,0.0,7.1891677384203225,3,0.6931471805599453,3,6,8,1,3,2,1965.0,2,440,3,3,3,0.0,4.9344739331306915,0.0,0.0,0.0,2,2,12,2006,2,1,0.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.982935344196433
44,3,4.2626798770413155,8.980423936374544,2,1,2,1,1,141000.0,3,2,3,5,6,1959,1959,2,1,2,1,0.0,3,3,1,3,3,1,5,5.19295685089021,4,6.2285110035911835,6.144185634125646,7.048386408721883,3,5,1,2,0.0,7.048386408721883,3,0.6931471805599453,3,6,8,0,0,2,1959.0,2,300,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,5,2006,2,1,1.0,1.0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.856522261533737
48,2,3.5263605246161616,8.402231172946555,2,1,2,1,1,118250.0,3,1,4,4,5,1920,2008,2,4,2,1,0.0,3,3,1,3,3,1,1,0.0,1,0.0,6.602587892189336,6.602587892189336,3,4,1,3,6.57507584059962,7.2813856635702825,2,1.3862943611198906,3,8,8,0,0,1,1920.0,0,0,0,0,1,0.0,0.0,4.634728988229636,0.0,0.0,0,2,6,2009,3,2,0.0,2.0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.635151947212842
49,3,4.204692619390966,8.954544488386723,2,1,2,1,1,135000.0,3,2,3,5,7,1966,1966,2,4,2,1,0.0,3,3,1,3,3,1,4,6.638567789166521,1,0.0,5.262690188904886,6.862757913051401,3,5,1,3,0.0,6.862757913051401,3,0.6931471805599453,3,6,8,0,0,2,1966.0,1,386,3,3,3,0.0,0.0,0.0,0.0,0.0,3,2,1,2007,2,1,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.751950239425476
51,2,3.970291913552122,8.738895704934043,2,1,2,1,1,127000.0,3,2,2,6,6,1934,1950,2,4,2,1,0.0,3,3,3,3,3,1,1,0.0,1,0.0,6.705639094860003,6.705639094860003,3,3,1,3,0.0,7.0707241072602764,3,0.6931471805599453,3,6,8,1,4,1,1985.0,1,528,3,3,3,4.727387818712341,0.0,0.0,0.0,0.0,3,2,9,2006,2,1,0.0,1.0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.648338835562747
52,2,4.709530201312334,9.044639916198465,2,2,1,1,2,106500.0,4,1,3,5,5,1963,1963,2,4,2,1,0.0,2,3,1,4,3,3,2,4.653960350157523,6,6.569481420414296,0.0,6.705639094860003,3,3,0,3,0.0,6.705639094860003,2,0.6931471805599453,3,5,8,0,0,1,1963.0,1,516,3,3,3,4.672828834461906,0.0,0.0,0.0,0.0,0,2,5,2010,2,1,1.0,1.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.608244735642321
54,3,4.110873864173311,8.872767529910936,2,1,1,1,2,141000.0,3,2,3,5,5,1955,1955,2,4,2,1,0.0,3,3,1,3,3,1,5,5.953243334287785,1,0.0,0.0,5.953243334287785,3,3,1,3,0.0,7.215975002651466,3,0.6931471805599453,3,6,7,1,3,1,1962.0,1,572,3,3,3,0.0,3.9318256327243257,0.0,0.0,0.0,3,2,2,2007,2,1,0.0,1.0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.775297421715827
55,3,4.61512051684126,9.227787285579904,2,2,2,1,1,141000.0,3,2,3,6,5,1964,1964,2,4,2,2,5.60947179518496,3,3,1,3,3,1,4,6.19644412779452,1,0.0,6.841615476477592,7.262628600974241,3,4,1,3,0.0,7.262628600974241,3,0.6931471805599453,3,7,8,1,4,2,1964.0,2,576,3,3,3,0.0,0.0,0.0,6.0112671744041615,0.0,0,2,7,2008,2,1,0.0,2.0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.103491596905931
61,2,4.110873864173311,8.881975184248867,2,1,2,1,1,106500.0,3,2,2,5,7,1920,1996,2,4,2,1,0.0,3,3,1,3,2,1,1,0.0,1,0.0,6.274762021241939,6.274762021241939,3,3,0,3,6.274762021241939,7.013915474810528,3,0.6931471805599453,2,6,8,0,0,1,1935.0,1,288,3,3,1,0.0,0.0,4.976733742420574,0.0,0.0,0,2,3,2007,2,1,0.0,1.0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.522885696764481
63,2,3.9318256327243257,9.239996256883693,2,2,1,1,1,118250.0,3,2,4,7,6,1921,1950,2,4,2,1,0.0,3,3,1,3,3,1,1,0.0,1,0.0,6.3578422665081,6.3578422665081,3,4,1,3,6.695798917058491,7.444833273892193,3,0.6931471805599453,3,9,8,0,0,1,1990.0,1,480,3,3,3,2.5649493574615367,2.4849066497880004,4.174387269895637,0.0,0.0,4,2,4,2010,2,1,0.0,2.0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.849404844423074
66,3,4.248495242049359,9.898525260706313,2,1,2,1,1,141000.0,4,2,3,7,5,1970,1989,2,3,2,2,5.662960480135946,3,3,1,4,3,3,6,6.816735880594968,1,0.0,6.943122422819428,7.5745584842024805,3,3,1,3,0.0,7.699842407396986,3,0.6931471805599453,3,7,7,1,4,2,1970.0,2,576,3,3,3,5.71042701737487,0.0,0.0,0.0,0.0,0,2,7,2010,2,1,1.0,2.0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.100717685412471
68,2,3.871201010907891,8.435766192720509,2,1,2,1,1,118250.0,1,2,3,4,6,1945,1950,2,4,2,1,0.0,3,4,1,3,3,1,1,0.0,1,0.0,6.617402977974478,6.617402977974478,3,3,1,3,0.0,6.617402977974478,2,0.6931471805599453,3,4,8,0,0,2,1945.0,1,220,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,6,2010,2,1,0.0,1.0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.289794413577894
71,3,4.248495242049359,8.935903526274423,2,1,2,1,1,154750.0,3,2,3,4,6,1982,2006,2,4,2,1,0.0,3,3,1,3,3,1,5,6.338594078203183,1,0.0,5.638354669333745,6.740519359606223,3,3,1,3,0.0,6.740519359606223,2,0.6931471805599453,3,4,8,0,0,1,1987.0,1,360,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,6,2007,2,1,1.0,1.0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.771443882099637
73,3,4.454347296253507,9.23024103368252,2,1,2,1,1,141000.0,3,2,3,5,7,1954,2003,2,4,2,2,4.653960350157523,3,3,1,3,3,1,5,5.771441123130016,4,5.8944028342648505,6.003887067106539,6.99117688712121,3,4,1,3,0.0,6.99117688712121,3,0.6931471805599453,3,6,8,0,0,2,1989.0,1,490,3,3,3,0.0,0.0,0.0,0.0,0.0,2,2,5,2010,2,1,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.88380602959621
74,2,4.110873864173311,8.66406026722579,2,1,2,1,1,118250.0,3,2,4,3,6,1915,1950,1,3,2,1,0.0,4,4,1,2,3,1,1,0.0,1,0.0,6.734591659972948,6.734591659972948,3,4,0,3,6.641182169740591,7.381501894506707,3,1.0986122886681098,3,8,8,0,0,1,1915.0,1,379,3,3,3,0.0,0.0,5.313205979041787,0.0,0.0,0,2,5,2010,2,1,0.0,2.0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.58432477200052
76,3,4.248495242049359,9.04499391938819,2,2,2,1,1,141000.0,3,2,3,4,7,1956,1956,2,3,2,1,0.0,3,3,1,3,3,1,5,5.43372200355424,1,0.0,6.586171654854675,6.859614903654202,3,5,1,2,0.0,6.859614903654202,2,0.6931471805599453,3,4,8,0,0,1,1956.0,1,283,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,4,2008,2,1,0.0,1.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.818577604251555
77,2,3.9318256327243257,9.063694791634697,2,1,2,1,1,127000.0,3,2,2,5,5,1948,2001,2,4,2,1,0.0,3,3,1,3,3,1,4,5.820082930352362,6,3.7376696182833684,5.69035945432406,6.511745329644728,3,3,1,3,5.365976015021851,7.1592919047975645,2,0.6931471805599453,3,6,7,0,0,1,1948.0,1,240,3,3,3,0.0,0.0,0.0,0.0,0.0,3,2,1,2008,2,1,1.0,1.0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.751950239425476
