,1stFlrSF,2ndFlrSF,3SsnPorch,Age,BadHeating,Bedroom,BoughtOffPlan,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,EnclosedPorch,ExterCond,ExterQual,Fence,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HalfBath,Has2ndFloor,Has3SsnPorch,HasEnclosedPorch,HasMasVnr,HasOpenPorch,HasScreenPorch,HasShed,HasWoodDeck,HeatingQC,HighSeason,Id,IsElectricalSBrkr,IsGarageDetached,IsLandLevel,IsLandSlopeGentle,IsPavedDrive,IsRegularLotShape,Kitchen,KitchenQual,LotArea,LotFrontage,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,NeighborhoodBin,Neighborhood_Good,NewerDwelling,OpenPorchSF,OverallCond,OverallQual,PoolArea,RecentRemodel,Remodeled,SaleCondition_PriceDown,ScreenPorch,SeasonSold,TimeSinceSold,TotRmsAbvGrd,TotalArea,TotalArea1st2nd,TotalBsmtSF,VeryNewHouse,WoodDeckSF,YearBuilt,YearRemodAdd,YearsSinceRemodel,YrSold,Alley_Grvl,Alley_No,Alley_Pave,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,MSZoning_C,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_No,MasVnrType_None,MasVnrType_Stone,MiscFeature_Gar2,MiscFeature_No,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_Names,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,PavedDrive_N,PavedDrive_P,PavedDrive_Y,PoolQC_Ex,PoolQC_Fa,PoolQC_Gd,PoolQC_No,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,Street_Grvl,Street_Pave,Utilities_AllPub,Utilities_NoSeWa,SalePrice
130,1216,941,0,44,0,4,0,3,1,445.0,0.0,3,1,0.0,0.0,3,479.0,1,0,3,3,4,4,2,2,8,487.0,2.0,3,3,3,1966.0,2157,1,0,1,1,0,0,1,0.0,0,5,1,131,1,0,1,1,1,1,1,4,14200,88.0,0,60,309.0,0,5,2,0.0,1,66,6,7,0,0,0,0,0,1,4,8,21417.0,2157,924.0,0,105,1966,1966,40,2006,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,226000.0
131,1022,1032,0,10,0,3,0,3,1,695.0,0.0,6,1,1.0,0.0,4,297.0,1,0,3,4,0,3,1,2,8,390.0,2.0,3,2,3,2000.0,2054,1,0,1,1,0,0,1,0.0,0,5,1,132,1,0,1,1,1,0,1,4,12224,69.0,0,60,40.0,0,7,2,0.0,1,48,5,6,0,0,0,0,0,2,1,7,18887.0,2054,992.0,0,24,2000,2000,9,2009,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,244000.0
132,1327,0,0,51,0,3,0,3,1,405.0,0.0,3,1,1.0,0.0,3,658.0,1,0,3,3,0,0,0,1,8,624.0,2.0,3,1,3,1974.0,1327,0,1,1,1,1,1,1,0.0,1,4,1,133,1,1,1,1,1,1,1,4,7388,75.0,0,20,0.0,0,7,2,0.0,1,0,6,5,0,0,1,0,0,2,3,7,12867.0,1327,1063.0,0,0,1959,2002,5,2007,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,150750.0
133,1296,0,0,9,0,2,0,3,1,1005.0,0.0,6,1,1.0,0.0,5,262.0,1,0,3,4,0,0,0,2,8,471.0,2.0,3,3,3,2001.0,1296,0,1,1,1,0,0,1,0.0,0,5,1,134,1,0,1,1,1,0,1,4,6853,69.0,0,20,136.0,0,6,3,0.0,1,25,5,8,0,0,1,0,0,2,1,6,12872.0,1296,1267.0,0,192,2001,2002,7,2009,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,220000.0
134,1721,0,0,42,0,3,0,3,1,570.0,0.0,3,1,0.0,0.0,3,891.0,1,180,3,3,3,3,1,2,7,440.0,2.0,3,2,3,1968.0,1721,1,1,1,0,1,0,1,0.0,1,4,1,135,1,0,1,1,1,0,1,3,10335,78.0,0,20,0.0,0,7,1,0.0,1,96,6,5,0,0,1,0,0,2,4,7,17493.0,1721,1461.0,0,0,1968,1993,13,2006,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,180000.0
135,1682,0,0,40,0,3,0,3,1,0.0,0.0,1,1,0.0,0.0,3,1304.0,1,0,3,3,3,4,1,2,8,530.0,2.0,3,1,3,1970.0,1682,0,1,1,1,0,1,1,0.0,0,4,1,136,1,0,1,1,1,1,1,3,10400,80.0,0,20,288.0,0,5,2,0.0,1,0,6,7,0,0,0,0,0,1,2,7,17368.0,1682,1304.0,0,98,1970,1970,38,2008,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,174000.0
136,1214,0,0,43,0,3,0,3,1,695.0,0.0,4,1,0.0,0.0,3,519.0,1,0,3,3,0,2,1,2,8,318.0,1.0,3,2,3,1967.0,1214,0,1,1,1,0,0,1,0.0,1,3,1,137,1,0,1,1,1,0,1,3,10355,69.0,0,20,196.0,0,7,2,0.0,1,111,5,5,0,0,0,0,0,2,3,5,15905.0,1214,1214.0,0,0,1967,1967,40,2007,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,143000.0
137,1959,0,0,22,0,5,0,3,1,0.0,0.0,1,1,0.0,0.0,3,1907.0,1,0,3,3,0,0,0,3,8,766.0,3.0,3,1,3,1989.0,1959,0,1,1,1,0,1,1,0.0,1,4,1,138,1,0,1,1,1,1,2,3,11070,82.0,0,90,70.0,0,7,2,0.0,0,0,5,7,0,0,1,1,0,2,4,9,19720.0,1959,1907.0,0,0,1988,1989,17,2006,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,171000.0
138,1004,848,0,11,0,3,0,3,2,668.0,0.0,6,1,0.0,0.0,4,336.0,1,0,3,4,4,3,2,2,8,660.0,3.0,3,3,3,1999.0,1852,1,0,1,1,0,0,1,0.0,0,5,0,139,1,0,1,1,1,0,1,4,9066,73.0,0,60,320.0,0,12,2,0.0,1,106,5,8,0,0,1,0,0,0,2,7,16161.0,1852,1004.0,0,224,1999,2000,8,2008,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,230000.0
139,928,836,0,13,0,3,0,3,1,821.0,0.0,6,1,1.0,0.0,4,107.0,1,0,3,3,3,0,0,2,8,470.0,2.0,3,2,3,1997.0,1764,1,0,1,1,1,0,1,0.0,0,5,0,140,1,0,1,1,1,0,1,4,15426,65.0,0,60,0.0,0,8,2,0.0,1,99,5,6,0,0,0,0,0,2,1,7,21720.0,1764,928.0,0,276,1997,1997,12,2009,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,231500.0
140,864,0,0,39,0,3,0,3,1,432.0,0.0,5,1,0.0,0.0,3,432.0,1,0,3,3,0,1,1,1,8,0.0,0.0,0,0,0,1971.0,864,0,1,1,1,1,1,1,0.0,1,3,1,141,1,0,1,1,1,1,1,3,10500,70.0,0,20,0.0,0,4,2,0.0,1,0,5,4,0,0,0,0,0,1,0,5,14026.0,864,864.0,0,0,1971,1971,39,2010,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,115000.0
141,1734,0,0,5,0,3,0,3,3,1300.0,0.0,6,1,1.0,0.0,4,434.0,1,0,3,4,0,0,0,2,8,660.0,2.0,3,3,3,2005.0,1734,0,1,1,1,1,0,1,0.0,0,5,0,142,1,0,1,1,1,1,1,4,11645,78.0,0,20,0.0,0,1,2,0.0,1,24,5,7,0,0,0,0,0,0,4,7,19503.0,1734,1734.0,0,160,2005,2005,1,2006,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,260000.0
142,910,475,0,58,1,4,0,3,1,507.0,0.0,3,1,0.0,0.0,3,403.0,1,0,2,3,3,0,0,2,8,720.0,2.0,3,1,3,2000.0,1385,0,0,1,1,1,1,1,0.0,1,2,1,143,1,1,1,1,1,1,1,3,8520,71.0,0,50,0.0,0,6,2,0.0,0,0,4,5,0,0,0,0,0,2,0,6,13901.0,1385,910.0,0,0,1952,1952,58,2010,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,166000.0
143,1501,0,0,11,0,3,0,3,4,679.0,0.0,6,1,1.0,0.0,4,811.0,1,0,3,4,0,0,0,2,8,577.0,2.0,3,2,3,1999.0,1501,0,1,1,1,0,0,1,0.0,0,5,1,144,1,0,1,1,1,0,1,4,10335,78.0,0,20,183.0,0,6,2,0.0,1,29,5,7,0,0,0,0,0,2,1,6,17328.0,1501,1490.0,0,144,1999,1999,10,2009,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,204000.0
144,1728,0,0,47,0,6,0,3,1,1332.0,0.0,3,1,1.0,0.0,3,396.0,1,0,3,3,0,0,0,2,8,504.0,2.0,3,1,3,1963.0,1728,0,1,1,1,0,1,1,0.0,1,3,0,145,1,1,1,1,1,1,2,3,9100,70.0,0,90,336.0,0,11,1,0.0,0,0,5,5,0,0,0,1,0,3,4,10,16922.0,1728,1728.0,0,0,1963,1963,43,2006,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,125000.0
145,970,739,0,6,0,3,0,3,1,0.0,0.0,1,1,0.0,0.0,4,970.0,1,0,3,4,0,0,0,2,4,380.0,2.0,3,1,3,2004.0,1709,0,0,1,1,0,0,1,0.0,1,5,1,146,1,1,1,1,1,1,1,4,2522,24.0,0,160,50.0,0,4,1,0.0,0,40,5,6,0,1,1,0,0,1,4,7,8374.0,1709,970.0,0,0,2004,2006,0,2006,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,130000.0
146,875,0,0,79,0,2,0,3,1,209.0,0.0,4,1,1.0,0.0,3,506.0,1,0,3,3,0,0,0,1,8,180.0,1.0,3,1,2,1931.0,875,0,1,1,1,1,1,1,0.0,0,3,0,147,0,1,1,1,1,1,1,3,6120,51.0,0,30,0.0,0,11,1,0.0,0,0,7,5,0,0,1,0,0,3,1,5,9579.0,875,715.0,0,48,1931,1993,16,2009,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,105000.0
147,884,1151,0,9,0,3,0,3,1,0.0,0.0,1,1,0.0,0.0,4,884.0,1,0,3,4,0,4,1,2,8,434.0,2.0,3,3,3,2001.0,2035,1,0,1,1,0,0,1,0.0,0,5,1,148,1,0,1,1,1,0,1,4,9505,69.0,0,60,180.0,0,5,2,0.0,1,48,5,7,0,0,0,0,0,1,0,8,16218.0,2035,884.0,0,144,2001,2001,9,2010,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,222500.0
148,1080,0,0,6,0,3,0,3,1,680.0,0.0,6,1,1.0,0.0,4,400.0,1,0,3,3,0,0,0,1,8,0.0,0.0,0,0,0,2004.0,1080,0,1,1,1,0,1,1,0.0,1,5,1,149,1,0,1,1,1,1,1,4,7500,63.0,0,20,120.0,0,4,2,0.0,1,0,5,7,0,0,1,0,0,1,2,6,12003.0,1080,1080.0,0,0,2004,2005,3,2008,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,141000.0
