MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,BsmtBath,Bath,2Materials,MSZoning_RL,MSZoning_RM,Alley_No,LotShape_Reg,LotShape_IR1,LandContour_Lvl,LotConfig_Inside,LotConfig_Corner,LandSlope_Gtl,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior2nd_VinylSd,Exterior2nd_MetalSd,Exterior2nd_HdBoard,MasVnrType_None,MasVnrType_BrkFace,Foundation_PConc,Foundation_CBlock,BsmtExposure_No,BsmtExposure_Av,Heating_GasA,Electrical_SBrkr,GarageType_Attchd,GarageType_Detchd,PavedDrive_Y,MiscFeature_No,SaleType_WD,SaleCondition_Normal,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_150,SalePrice
3,4.727387818712341,9.292841593487925,2,1,2,1,1,197200.0,3,2,3,5,5,1994,1995,2,3,2,1,0.0,3,3,3,4,3,1,1,0.0,1,0.0,7.001245622069477,7.001245622069477,3,5,1,3,0.0,7.001245622069477,3,0.6931471805599453,3,6,8,0,0,2,1995.0,1,672,3,3,3,5.973809611869261,4.174387269895637,0.0,0.0,0.0,0,2,6,2009,2,1,0.0,1.5,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.884495917930655
3,4.7535901911063645,9.735423867488873,2,1,2,1,1,228475.0,3,2,3,5,6,1959,1959,2,3,2,1,0.0,3,4,1,3,3,3,4,6.875232087276577,1,0.0,5.950642552587727,7.208600337960199,3,4,1,3,0.0,7.192182058713247,2,0.6931471805599453,3,5,8,2,4,2,1959.0,2,308,3,3,2,0.0,4.653960350157523,0.0,0.0,0.0,0,2,7,2007,2,1,0.5,1.5,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.04355959836804
3,4.248495242049359,9.1248914101437,2,2,2,2,1,184900.0,3,2,2,5,7,1983,1983,2,4,2,1,0.0,3,3,1,4,3,2,5,6.617402977974478,2,4.543294782270004,0.0,6.734591659972947,3,4,1,3,0.0,6.785587645007928,2,0.6931471805599453,4,5,8,0,0,2,1983.0,2,504,3,4,3,5.484796933490656,0.0,0.0,0.0,0.0,3,2,12,2007,2,1,1.0,1.0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.87757552297847
3,4.248495242049359,9.12706745278236,2,2,2,2,1,197200.0,3,2,3,5,6,1975,1980,3,3,2,1,0.0,3,3,1,4,3,2,2,5.638354669333745,4,6.198478716492307,5.123963979403259,6.844815479208263,3,3,1,3,0.0,6.844815479208263,3,0.6931471805599453,3,5,8,0,0,1,1977.0,1,308,3,3,3,4.9836066217083355,0.0,0.0,0.0,0.0,3,2,7,2008,2,1,1.0,1.0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.777218637129328
3,4.442651256490317,9.314430080500564,2,1,2,1,1,225500.0,3,2,3,8,5,2006,2006,2,3,2,1,0.0,4,3,3,4,3,2,6,3.218875824868201,1,0.0,7.398174092970465,7.412764017426562,3,5,1,3,0.0,7.412764017426562,3,0.6931471805599453,4,7,8,0,0,2,2006.0,2,826,3,3,3,0.0,4.990432586778736,0.0,0.0,0.0,0,2,7,2007,2,1,0.0,2.0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.428019481065615
3,4.248495242049359,9.537483513308876,2,2,2,1,1,181000.0,3,2,4,6,6,1997,1997,2,3,2,1,0.0,3,3,3,4,3,2,6,5.2094861528414205,1,0.0,6.4183649359362125,6.678342114654332,3,4,1,3,6.517671272912276,7.293697720601437,3,0.6931471805599453,3,6,8,0,0,2,1997.0,3,388,3,3,3,0.0,4.330733340286331,0.0,0.0,0.0,0,2,7,2007,2,1,0.5,2.0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.08391066125752
3,4.23410650459726,10.825203541055348,2,2,3,1,1,206000.0,3,2,3,9,5,1981,1987,2,3,2,1,0.0,4,3,1,5,3,3,6,7.501634457883411,1,0.0,3.49650756146648,7.519149957669822,3,4,1,3,0.0,7.519149957669822,0,0.6931471805599453,4,5,8,1,4,2,1981.0,3,894,3,3,3,6.754604099487962,4.290459441148391,0.0,0.0,0.0,0,2,11,2006,2,1,2.0,0.5,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.861001210669146
3,3.218875824868201,7.880804344674902,2,1,2,1,1,225500.0,3,1,4,8,5,1999,2000,2,4,2,2,6.124683390894206,4,3,3,4,3,1,6,6.476972362889682,1,0.0,5.7745515455444085,6.878326468291325,3,5,1,3,6.6293632534374485,7.461640392208575,3,0.6931471805599453,4,7,8,0,0,2,1999.0,3,480,3,3,3,4.7535901911063645,0.0,0.0,0.0,0.0,0,2,8,2009,2,1,1.0,2.5,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.058158312538195
3,4.499809670330264,9.362718052397064,2,2,2,1,1,197200.0,3,2,4,7,5,2004,2004,2,3,2,1,0.0,4,3,3,4,3,1,1,0.0,1,0.0,6.7580945044277305,6.7580945044277305,3,5,1,3,6.7580945044277305,7.450660796211539,3,0.6931471805599453,4,7,8,0,0,2,2004.0,2,565,3,3,3,0.0,4.262679877041316,0.0,0.0,0.0,0,2,8,2006,2,1,0.0,2.5,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.188422799337028
3,4.110873864173311,8.881975184248867,2,1,1,1,1,197200.0,3,2,3,5,7,1972,1972,2,4,2,1,0.0,3,3,1,3,3,2,5,6.450470422144176,1,0.0,5.003946305945459,6.660575149839686,3,5,1,3,0.0,6.660575149839686,2,0.6931471805599453,3,4,8,0,0,1,1973.0,1,352,3,3,3,5.2832037287379885,0.0,0.0,0.0,0.0,3,2,1,2008,2,1,0.0,1.0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.73527670248674
3,4.158883083359672,9.478304313561859,2,1,2,1,1,184900.0,2,2,3,6,5,2004,2004,2,3,2,1,0.0,3,3,3,4,3,1,5,6.848005274576362,1,0.0,5.384495062789089,7.055312843339753,3,5,1,3,0.0,7.055312843339753,3,0.6931471805599453,4,5,8,0,0,1,2006.0,1,576,3,3,3,0.0,3.9318256327243257,0.0,0.0,0.0,0,2,5,2006,3,2,1.0,1.5,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.970356641103
3,4.248495242049359,9.145908511816792,2,1,2,1,1,197200.0,3,2,4,7,5,1997,1998,2,3,2,2,6.352629396319567,3,3,3,4,3,1,6,6.606650186198214,1,0.0,5.7651911027848435,6.964135612418245,3,5,1,3,6.885509670034818,7.618251097876695,3,0.6931471805599453,4,8,8,0,0,2,1998.0,2,645,3,3,3,6.3578422665081,3.610917912644224,0.0,0.0,0.0,4,2,2,2009,2,1,1.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.299112067295642
3,4.290459441148391,9.274816391160547,2,2,2,1,1,197200.0,3,2,3,7,5,2003,2003,2,3,2,2,5.123963979403259,4,3,3,4,3,2,6,6.921658184151129,1,0.0,6.089044875446847,7.282073658093465,3,5,1,3,0.0,7.299797366758161,3,0.6931471805599453,4,7,8,0,0,2,2003.0,2,558,3,3,3,4.976733742420574,3.4011973816621555,0.0,0.0,0.0,0,2,6,2007,2,1,1.0,2.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.328294703023396
3,4.4067192472642525,9.654641503869543,2,1,2,1,1,200500.0,3,2,2,7,4,1953,1953,2,1,1,1,0.0,4,3,1,3,3,1,4,6.403574197934816,1,0.0,6.553933404025811,7.173958319756794,2,3,1,3,6.891625897052253,7.735433352499688,3,0.6931471805599453,3,7,8,1,3,2,1953.0,3,667,3,3,3,0.0,3.0910424533583165,4.74493212836325,0.0,0.0,0,2,7,2006,2,1,0.0,2.0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.323860125621126
3,4.31748811353631,9.224440496354962,2,2,2,1,1,181000.0,3,2,4,7,5,1998,1998,2,3,2,2,3.7135720667043084,3,3,3,4,3,1,1,0.0,1,0.0,6.725033642166842,6.725033642166842,3,4,1,3,6.726233402358747,7.449498005382849,3,0.6931471805599453,3,7,8,1,3,2,1998.0,3,427,3,3,3,0.0,4.553876891600541,0.0,0.0,5.676753802268282,0,2,12,2009,2,1,0.0,2.5,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.128116509451258
3,4.3694478524670215,9.2308290384035,2,1,2,1,1,225500.0,3,2,3,8,5,2007,2007,2,3,2,3,6.150602768446278,3,3,3,4,3,1,6,3.5263605246161616,1,0.0,7.333676395657684,7.3550019211052575,3,5,1,3,0.0,7.3550019211052575,3,0.6931471805599453,4,6,8,1,4,2,2007.0,2,758,3,3,3,4.976733742420574,4.605170185988092,0.0,0.0,0.0,0,2,10,2008,2,1,0.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.409017571151187
3,4.248495242049359,9.051461866908694,2,2,2,1,1,181000.0,3,2,3,7,5,1995,1996,2,4,2,2,3.1354942159291497,3,3,3,4,3,1,1,0.0,1,0.0,5.9532433342877855,5.9532433342877855,3,4,1,3,6.508769136971682,7.296413268773919,3,0.6931471805599453,3,7,8,1,3,3,1995.0,3,400,3,3,3,4.795790545596741,4.290459441148391,0.0,0.0,0.0,0,2,5,2009,2,1,0.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.034696963475044
3,4.812184355372417,9.385301574363844,2,2,2,1,1,181000.0,3,2,4,6,5,2005,2005,2,3,2,1,0.0,4,3,3,4,3,2,1,0.0,1,0.0,6.5294188382622265,6.5294188382622265,3,5,1,3,6.776506992372183,7.353081920515432,3,0.6931471805599453,4,6,8,1,4,3,2005.0,3,400,3,3,3,4.61512051684126,3.6635616461296463,0.0,0.0,0.0,0,2,3,2009,2,1,0.0,2.5,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.066816325306588
3,3.7135720667043084,8.281977058867758,2,1,2,1,1,225500.0,3,2,4,6,5,2009,2009,2,3,2,3,4.343805421853683,4,3,3,4,3,2,1,0.0,1,0.0,6.4183649359362125,6.4183649359362125,3,5,1,3,6.4183649359362125,7.110696122978827,2,0.6931471805599453,4,4,8,0,0,1,2009.0,2,528,3,3,3,0.0,5.45958551414416,0.0,0.0,0.0,0,2,6,2009,3,2,0.0,2.5,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.010671928196444
3,4.110873864173311,8.996032669324373,2,1,2,1,1,197200.0,3,2,3,4,5,1994,1995,2,3,2,1,0.0,3,3,3,4,3,1,6,6.3784261836515865,1,0.0,5.998936561946683,6.898714534329987,3,5,1,3,0.0,6.898714534329987,3,0.6931471805599453,3,5,8,0,0,1,1994.0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0,2,8,2007,2,1,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.724813914587884
3,4.394449154672439,9.500095294588895,1,2,4,1,1,200624.0,3,2,3,5,7,1921,2006,2,4,2,1,0.0,3,4,1,4,3,1,5,6.570882962339583,1,0.0,5.0998664278242,6.776506992372183,3,5,1,3,0.0,6.872128101338986,2,0.6931471805599453,3,5,8,0,0,1,1921.0,1,432,3,3,3,0.0,0.0,3.80666248977032,0.0,0.0,0,2,8,2009,2,1,1.0,1.0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.004574385508691
3,4.248495242049359,9.141847375530883,2,2,2,1,1,197200.0,3,2,4,6,5,1997,1997,2,3,2,1,0.0,3,4,3,4,3,1,6,6.4754327167040895,1,0.0,5.17614973257383,6.715383386334682,3,5,1,3,6.782192056006791,7.4882935151594285,3,0.6931471805599453,4,7,8,0,0,2,1997.0,2,684,3,3,3,0.0,5.093750200806762,0.0,0.0,0.0,0,2,5,2007,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.229549885708272
3,4.248495242049359,9.186662244621603,2,2,2,1,1,181000.0,3,2,4,6,8,1993,1993,2,3,2,2,4.23410650459726,5,4,3,4,4,1,5,5.739792912179233,1,0.0,5.916202062607435,6.523562306149513,3,4,1,3,6.673297967767653,7.293697720601437,3,0.6931471805599453,3,6,8,1,3,3,1993.0,3,420,3,3,3,5.4510384535657,4.158883083359672,0.0,0.0,0.0,0,2,4,2009,2,1,0.0,2.5,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.128116509451258
3,4.3694478524670215,9.236495329453033,2,2,2,1,1,197200.0,3,2,3,7,5,1999,1999,2,3,2,2,5.214935757608987,4,3,3,4,3,2,5,7.0587581525186645,1,0.0,6.056784013228625,7.370860166536716,3,5,1,3,0.0,7.370860166536716,3,0.6931471805599453,4,6,8,0,0,2,1999.0,2,472,3,3,3,5.068904202220232,3.4011973816621555,0.0,0.0,0.0,0,2,8,2006,2,1,0.0,2.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.273735966890268
3,4.248495242049359,9.268986567408916,2,2,2,1,1,182900.0,3,2,3,6,7,1977,2001,2,3,2,2,3.3672958299864737,3,3,3,3,3,2,5,7.090909822079984,1,0.0,6.018593214496233,7.384610383176974,3,4,1,3,0.0,7.384610383176974,3,0.6931471805599453,4,6,8,2,3,2,1977.0,2,480,3,3,3,5.1298987149230735,4.23410650459726,0.0,0.0,0.0,0,2,2,2010,2,1,1.0,2.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.230770136157426
3,4.356708826689592,9.127719343287843,2,1,2,1,1,184900.0,3,2,4,6,5,1985,1985,2,4,2,2,5.8200829303523625,4,3,1,4,3,1,1,0.0,1,0.0,6.60934924316738,6.60934924316738,3,3,1,3,6.628041376179532,7.457609289715606,3,0.6931471805599453,4,7,8,1,3,2,1985.0,3,476,3,3,3,5.2626901889048865,3.8501476017100575,0.0,0.0,0.0,0,2,6,2010,2,1,0.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.089544447235971
